"Weather_Condition","Road_Type","Road_Condition","Time_of_Day","Traffic_Density","Speed_Limit","Visibility","Acceleration_Events","Braking_Events","Steering_Input","Driver_Fatigue_Level","Distraction_Events","Speed","Lane_Departure_Events","Adaptive_Cruise_Control_Activation","Driver_Age","Driving_Experience","Vehicle_Type","Vehicle_Age","Accident_Occurrence","Near_Miss_Events","Intervention_Needed","Intervention_Level"
"Rain","Rural Road","Dry","Night",2,100,266,1,2,2,2,1,70.98417956,0,0,56,27,"SUV",13,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Night",3,30,576,10,5,-9,2,0,39.88107693,3,1,48,27,"SUV",7,0,0,"No","No"
"Clear","Highway","Wet","Evening",3,50,197,7,4,-5,7,1,69.49235548,1,1,54,11,"SUV",4,0,0,"Yes","Mild"
"Rain","Rural Road","Wet","Night",3,60,894,7,7,2,4,1,48.76738095,0,0,43,26,"SUV",13,0,0,"No","No"
"Clear","Urban Road","Dry","Evening",3,50,581,4,3,0,3,1,39.31504376,0,0,37,7,"SUV",6,0,0,"No","No"
"Clear","Highway","Dry","Night",3,100,419,10,6,5,2,4,54.76860698,1,0,54,1,"Truck",10,1,2,"No","No"
"Heavy Rain","Rural Road","Wet","Night",1,100,104,3,4,-6,7,0,71.44906901,0,1,23,7,"Sedan",11,1,2,"Yes","Mild"
"Clear","Urban Road","Dry","Night",1,40,292,2,2,0,6,3,84.96016583,2,0,19,26,"Truck",0,0,0,"No","No"
"Rain","Rural Road","Wet","Night",2,110,438,7,0,10,0,4,112.5183347,1,0,22,18,"Sedan",1,0,0,"No","No"
"Heavy Rain","Highway","Wet","Evening",1,80,837,3,4,10,0,5,36.6989158,3,1,54,24,"Sedan",10,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Afternoon",2,40,450,7,4,8,9,1,83.05780218,2,1,38,5,"Sedan",14,0,0,"Yes","Strong"
"Clear","Highway","Dry","Afternoon",3,60,319,0,2,4,10,0,96.63238571,2,1,58,3,"Sedan",2,0,0,"Yes","Strong"
"Heavy Rain","Highway","Wet","Evening",3,80,65,9,1,8,5,3,69.00266764,3,1,42,18,"Truck",13,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Morning",2,70,193,3,3,-3,9,1,56.10836434,1,0,50,21,"SUV",12,0,0,"Yes","Mild"
"Clear","Rural Road","Dry","Evening",3,40,52,7,0,3,4,1,79.54475569,0,1,70,14,"Sedan",4,0,0,"No","No"
"Rain","Highway","Wet","Evening",3,50,68,7,4,2,6,4,65.75715183,1,1,31,4,"SUV",14,0,0,"No","No"
"Rain","Highway","Wet","Night",3,60,900,9,1,-3,3,1,80.68430025,2,1,40,3,"Truck",1,0,0,"No","No"
"Heavy Rain","Highway","Wet","Morning",2,70,229,10,0,0,6,6,95.02672611,1,0,59,21,"SUV",1,0,0,"Yes","Strong"
"Heavy Rain","Highway","Dry","Afternoon",2,110,832,9,3,8,1,1,82.12826562,1,0,40,21,"SUV",8,0,0,"No","No"
"Rain","Rural Road","Wet","Morning",1,50,735,10,8,-3,3,4,73.00585967,0,0,27,15,"SUV",6,1,4,"No","No"
"Clear","Highway","Wet","Morning",3,60,609,0,9,4,3,5,77.00904028,1,0,27,11,"Sedan",1,0,0,"No","No"
"Heavy Rain","Highway","Wet","Morning",3,100,579,0,3,-1,5,3,67.07192177,2,1,33,2,"Sedan",8,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Morning",1,100,713,6,7,-3,3,0,69.2958237,3,0,58,36,"Sedan",6,1,2,"No","No"
"Clear","Rural Road","Wet","Night",3,60,464,0,2,9,0,0,47.68305278,0,0,41,18,"Truck",2,0,0,"No","No"
"Clear","Rural Road","Wet","Afternoon",2,80,506,10,3,2,5,0,44.83906633,0,0,50,25,"SUV",11,0,0,"No","No"
"Clear","Rural Road","Wet","Evening",1,40,247,8,1,4,8,2,101.4195811,2,1,41,14,"SUV",10,1,5,"Yes","Strong"
"Rain","Rural Road","Dry","Morning",2,90,549,7,6,4,3,2,68.3196018,0,0,23,34,"Truck",13,1,3,"No","No"
"Heavy Rain","Rural Road","Wet","Evening",2,80,705,5,6,1,0,2,110.2084698,3,1,37,16,"Truck",12,1,3,"No","No"
"Heavy Rain","Rural Road","Dry","Afternoon",1,60,794,1,2,5,6,2,55.85607298,3,1,65,12,"Sedan",11,0,0,"No","No"
"Clear","Highway","Wet","Morning",2,90,456,8,4,3,6,1,80.37438239,1,1,29,14,"Sedan",7,0,0,"No","No"
"Rain","Highway","Wet","Evening",2,50,121,2,0,-9,4,5,51.2680764,3,1,32,11,"SUV",15,1,4,"No","No"
"Heavy Rain","Urban Road","Dry","Afternoon",1,80,354,10,8,10,8,1,40.59228289,3,1,20,23,"Truck",5,1,2,"Yes","Mild"
"Clear","Rural Road","Dry","Afternoon",1,90,394,3,10,7,5,4,42.18126088,2,0,36,12,"Sedan",4,1,2,"No","No"
"Rain","Highway","Wet","Afternoon",3,80,930,10,7,-7,6,3,104.9155648,3,1,66,27,"Sedan",8,1,6,"Yes","Strong"
"Heavy Rain","Rural Road","Dry","Evening",3,90,775,8,4,-1,8,3,38.08690909,2,0,21,13,"Sedan",15,0,0,"Yes","Mild"
"Clear","Highway","Dry","Evening",3,100,992,9,4,-5,9,5,75.52772119,2,1,40,16,"SUV",14,0,0,"Yes","Mild"
"Heavy Rain","Rural Road","Wet","Morning",3,40,748,4,4,-2,2,6,95.91890464,2,0,39,10,"Truck",13,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Afternoon",3,60,256,6,2,-8,1,5,36.52518286,3,0,55,7,"Sedan",2,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Morning",3,50,684,6,1,6,0,0,79.0009501,1,1,20,21,"Sedan",10,0,0,"No","No"
"Rain","Highway","Dry","Afternoon",1,50,564,3,6,9,6,5,78.97162485,0,0,69,1,"Sedan",0,0,0,"Yes","Mild"
"Clear","Urban Road","Wet","Evening",1,100,935,10,9,-3,6,4,66.98090391,1,0,38,20,"Sedan",11,1,4,"No","No"
"Clear","Rural Road","Wet","Afternoon",1,100,471,1,7,-8,2,5,83.05487442,1,1,57,17,"Truck",3,0,0,"No","No"
"Rain","Rural Road","Wet","Morning",1,50,342,2,3,9,3,3,48.46838659,2,1,70,27,"SUV",11,0,0,"No","No"
"Clear","Rural Road","Dry","Afternoon",1,100,687,6,8,10,2,0,126.8523197,0,1,55,22,"SUV",8,0,0,"No","No"
"Heavy Rain","Highway","Wet","Evening",2,110,340,9,6,-3,6,0,76.55042906,3,0,28,17,"SUV",4,0,0,"Yes","Strong"
"Rain","Highway","Dry","Evening",1,40,235,6,1,9,2,3,67.34626574,3,1,37,15,"Sedan",3,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Afternoon",2,40,448,9,5,9,1,5,92.50196968,2,0,59,16,"Truck",1,0,0,"No","No"
"Clear","Highway","Wet","Night",3,40,74,9,8,-8,3,0,77.33899065,0,1,33,28,"Sedan",11,0,0,"No","No"
"Rain","Rural Road","Dry","Morning",1,100,727,7,3,0,9,1,55.60805397,1,0,40,21,"Truck",13,0,0,"Yes","Mild"
"Rain","Urban Road","Wet","Afternoon",1,100,205,5,5,-1,10,5,95.59419277,0,1,23,20,"Sedan",15,0,0,"Yes","Mild"
"Heavy Rain","Rural Road","Dry","Afternoon",3,90,441,7,1,4,9,3,73.26610746,2,1,27,13,"SUV",10,0,0,"Yes","Mild"
"Rain","Urban Road","Wet","Night",2,80,604,8,9,3,10,5,60.32698188,0,0,18,8,"SUV",6,1,4,"Yes","Mild"
"Rain","Urban Road","Dry","Afternoon",1,100,462,8,8,-9,5,5,75.41026948,1,1,55,22,"Sedan",13,0,0,"No","No"
"Clear","Rural Road","Wet","Night",2,100,380,7,0,-1,1,2,52.26002708,1,1,41,35,"SUV",7,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Night",3,120,218,7,6,-6,9,1,41.07995468,2,1,44,1,"Sedan",1,0,0,"Yes","Mild"
"Clear","Urban Road","Dry","Afternoon",3,60,89,1,5,-9,4,6,81.13864006,1,0,57,3,"SUV",9,0,0,"No","No"
"Clear","Urban Road","Dry","Afternoon",1,40,623,0,0,-6,2,0,85.40560664,0,1,61,16,"Truck",10,0,0,"No","No"
"Clear","Highway","Dry","Morning",2,60,448,0,6,8,7,3,114.961675,2,1,55,30,"SUV",14,0,0,"Yes","Strong"
"Rain","Urban Road","Wet","Night",3,110,413,8,10,8,10,2,50.23375257,1,0,19,1,"Truck",7,0,0,"Yes","Strong"
"Clear","Highway","Wet","Morning",2,120,243,10,2,-1,7,1,85.86272136,3,1,19,8,"Truck",9,0,0,"No","No"
"Rain","Rural Road","Dry","Morning",3,100,62,7,3,7,3,3,69.12034176,1,1,18,21,"Sedan",9,0,0,"No","No"
"Clear","Highway","Dry","Afternoon",1,80,171,10,4,6,0,2,74.21608176,2,0,54,30,"Sedan",3,0,0,"No","No"
"Clear","Highway","Dry","Night",1,80,214,9,0,-7,4,4,83.65348728,1,1,58,17,"Sedan",15,1,4,"No","No"
"Heavy Rain","Rural Road","Dry","Afternoon",1,60,632,10,4,8,1,0,80.60114756,2,1,56,16,"SUV",11,0,0,"No","No"
"Heavy Rain","Highway","Wet","Morning",3,70,902,0,5,3,1,4,71.10431026,3,1,56,20,"SUV",12,1,3,"No","No"
"Rain","Highway","Wet","Evening",1,120,480,6,5,0,0,3,78.50250467,1,1,22,23,"SUV",8,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Morning",1,70,990,10,10,-4,6,5,53.85645935,1,0,27,5,"Truck",8,0,0,"No","No"
"Rain","Highway","Dry","Night",2,70,760,9,1,8,4,5,52.84182153,1,1,20,6,"Sedan",5,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Night",3,120,185,6,3,-1,5,0,75.55625094,1,1,26,2,"Truck",8,1,2,"No","No"
"Clear","Urban Road","Dry","Night",3,40,363,9,10,-10,2,2,80.43683622,2,1,48,13,"Sedan",8,0,0,"No","No"
"Clear","Highway","Wet","Morning",2,80,611,9,6,-5,3,3,50.00636616,2,1,24,11,"Sedan",7,0,0,"No","No"
"Clear","Urban Road","Wet","Morning",3,50,552,4,10,3,1,2,117.9761658,1,1,44,20,"Sedan",12,0,0,"No","No"
"Clear","Urban Road","Dry","Afternoon",2,90,541,2,1,0,6,3,75.24749436,2,1,51,33,"SUV",8,0,0,"Yes","Mild"
"Heavy Rain","Highway","Wet","Morning",1,40,990,6,8,10,5,5,103.5733419,3,1,48,11,"SUV",1,0,0,"No","No"
"Rain","Urban Road","Wet","Morning",1,60,197,2,7,-10,10,4,96.99009476,2,0,64,1,"Sedan",5,0,0,"Yes","Mild"
"Heavy Rain","Rural Road","Dry","Afternoon",3,100,63,2,4,2,2,2,79.88669495,1,1,58,13,"Sedan",8,0,0,"No","No"
"Clear","Highway","Dry","Night",1,120,754,7,1,5,5,0,101.1498753,2,1,29,20,"SUV",15,0,0,"No","No"
"Clear","Urban Road","Wet","Morning",1,40,903,3,4,-8,2,0,75.56945135,2,1,25,3,"Sedan",15,0,0,"No","No"
"Clear","Urban Road","Dry","Afternoon",3,120,256,8,3,-8,10,5,75.64373553,3,0,33,21,"SUV",8,0,0,"Yes","Strong"
"Rain","Rural Road","Dry","Morning",1,30,833,8,6,2,4,4,69.62954577,1,1,44,17,"Truck",6,0,0,"No","No"
"Rain","Highway","Dry","Afternoon",2,80,211,3,8,-7,0,1,53.76674821,0,0,41,17,"Sedan",7,1,3,"No","No"
"Heavy Rain","Rural Road","Wet","Night",2,90,957,0,6,-9,8,3,51.48108078,2,0,42,9,"Sedan",0,0,0,"Yes","Mild"
"Clear","Highway","Dry","Morning",2,70,633,2,2,3,2,1,67.55051039,1,0,49,26,"Sedan",5,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Morning",1,90,265,1,0,-3,10,5,78.95619272,1,0,35,24,"Truck",10,0,0,"Yes","Mild"
"Rain","Urban Road","Wet","Evening",1,100,867,4,10,2,10,4,60.96716013,1,1,49,31,"Sedan",8,0,0,"Yes","Mild"
"Clear","Highway","Wet","Night",2,40,932,5,12,-4,8,2,70.27385489,3,1,55,29,"Truck",14,1,2,"No","No"
"Clear","Urban Road","Wet","Evening",2,50,512,9,2,2,4,0,53.16166536,2,0,30,1,"Sedan",7,1,3,"No","No"
"Rain","Urban Road","Dry","Afternoon",1,80,183,8,9,-5,1,0,76.8488828,0,1,66,32,"Truck",5,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Afternoon",1,40,554,4,0,-1,3,4,91.17096908,1,0,59,11,"Truck",5,0,0,"No","No"
"Rain","Highway","Dry","Evening",2,100,624,8,7,-4,2,0,32.72046193,1,0,70,5,"Sedan",1,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Night",2,80,453,8,4,2,10,4,54.17393119,2,0,45,27,"SUV",1,0,0,"Yes","Mild"
"Clear","Highway","Dry","Evening",3,80,691,7,4,9,4,3,87.35400555,0,1,53,27,"SUV",5,0,0,"No","No"
"Clear","Urban Road","Dry","Morning",3,90,646,1,1,-1,7,6,47.12363565,2,1,39,9,"Sedan",12,1,1,"No","No"
"Clear","Highway","Dry","Morning",2,120,933,6,9,0,7,6,39.84898454,0,1,70,1,"SUV",9,1,1,"Yes","Mild"
"Clear","Rural Road","Dry","Night",2,100,748,9,5,-6,3,5,49.53489261,2,1,23,1,"Sedan",8,1,4,"No","No"
"Heavy Rain","Rural Road","Wet","Evening",3,110,656,8,3,2,2,4,46.11150426,0,1,47,1,"Truck",0,0,0,"No","No"
"Rain","Highway","Dry","Night",1,60,66,9,2,-9,4,4,91.90223373,3,0,25,33,"SUV",15,0,0,"No","No"
"Rain","Rural Road","Wet","Evening",1,50,350,6,8,10,5,5,65.41841906,4,1,52,17,"Truck",11,0,0,"No","No"
"Clear","Highway","Wet","Evening",1,40,165,9,10,-3,4,1,48.91553056,1,0,47,11,"Sedan",6,0,0,"No","No"
"Heavy Rain","Highway","Wet","Evening",1,50,297,10,8,-2,9,2,87.46881341,1,1,42,15,"Sedan",7,1,1,"Yes","Strong"
"Clear","Rural Road","Wet","Morning",2,90,814,9,7,-4,6,4,41.49539387,3,1,53,22,"Sedan",3,1,2,"No","No"
"Clear","Rural Road","Wet","Night",1,70,823,0,3,-10,2,6,92.25345719,1,1,31,13,"Sedan",9,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Night",1,50,305,1,12,-3,2,4,58.40795842,4,1,30,4,"Truck",13,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Evening",1,60,481,6,5,-9,6,4,60.15848122,0,0,30,5,"SUV",10,0,0,"No","No"
"Clear","Rural Road","Dry","Night",1,60,997,5,3,7,10,0,85.95895125,0,0,37,13,"Sedan",11,1,4,"Yes","Mild"
"Heavy Rain","Rural Road","Wet","Afternoon",3,90,722,1,10,6,3,4,50.83310302,0,1,41,26,"Sedan",9,0,0,"No","No"
"Rain","Urban Road","Wet","Night",2,90,826,5,7,-4,5,5,59.69738395,0,0,70,22,"Sedan",2,0,0,"No","No"
"Rain","Highway","Dry","Night",3,50,797,3,2,4,9,0,45.33559431,3,0,32,25,"Truck",9,0,0,"Yes","Mild"
"Heavy Rain","Highway","Wet","Morning",2,80,923,0,5,-6,5,6,0.984272984,2,0,18,8,"Truck",11,0,0,"No","No"
"Rain","Urban Road","Wet","Afternoon",2,80,583,0,4,-1,9,2,87.93401732,2,1,22,14,"Truck",3,1,1,"No","No"
"Clear","Urban Road","Wet","Morning",1,40,655,2,9,10,7,0,81.79284578,2,0,62,12,"Truck",4,1,1,"No","No"
"Rain","Rural Road","Dry","Night",2,90,133,6,6,-10,9,6,41.97038763,1,1,18,3,"Sedan",3,0,0,"Yes","Strong"
"Clear","Urban Road","Wet","Morning",1,50,261,7,1,12,9,5,35.15501328,0,1,61,16,"Truck",6,1,3,"Yes","Strong"
"Clear","Rural Road","Dry","Evening",2,50,668,4,12,4,0,0,114.2915381,2,1,59,19,"Truck",0,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Evening",2,50,742,6,7,-8,8,0,71.1957699,1,0,42,2,"Sedan",5,0,0,"Yes","Mild"
"Heavy Rain","Highway","Dry","Morning",1,110,990,0,9,4,7,1,24.24645707,1,0,41,19,"Sedan",5,1,3,"No","No"
"Clear","Rural Road","Wet","Night",2,60,152,4,2,-8,7,5,79.09793919,2,0,49,9,"Sedan",11,1,7,"Yes","Mild"
"Clear","Urban Road","Dry","Night",2,30,66,3,9,12,2,1,70.51056994,2,1,36,9,"Truck",3,1,2,"No","No"
"Rain","Rural Road","Dry","Night",1,100,207,2,0,2,5,1,52.11205,3,1,50,22,"Sedan",15,0,0,"No","No"
"Clear","Highway","Wet","Afternoon",1,30,485,6,8,-5,0,1,69.28703525,3,1,63,24,"SUV",10,0,0,"No","No"
"Clear","Highway","Wet","Afternoon",3,80,479,6,8,6,6,4,70.47628942,3,0,33,11,"SUV",11,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Morning",1,60,525,9,8,7,6,3,55.92642201,2,0,23,29,"Truck",10,1,2,"No","No"
"Rain","Highway","Dry","Afternoon",2,80,476,2,2,0,9,2,61.59806878,2,0,55,20,"Sedan",10,0,0,"Yes","Strong"
"Clear","Highway","Dry","Night",1,50,426,4,8,-10,2,4,77.0234789,1,0,34,6,"Sedan",1,0,0,"No","No"
"Rain","Urban Road","Wet","Morning",2,80,989,3,6,-7,9,5,88.23753965,3,0,53,18,"SUV",8,1,1,"Yes","Strong"
"Rain","Highway","Dry","Night",1,100,824,1,9,-6,6,5,78.0253391,1,1,25,19,"Sedan",11,0,0,"Yes","Mild"
"Rain","Rural Road","Dry","Morning",3,50,794,1,7,5,5,0,62.49383831,2,1,39,2,"Truck",13,0,0,"No","No"
"Clear","Highway","Dry","Morning",2,30,141,9,5,7,10,6,51.25979344,0,1,22,5,"Truck",3,0,0,"Yes","Strong"
"Clear","Highway","Wet","Evening",3,90,717,8,0,-1,5,0,52.68190789,2,0,64,11,"Sedan",7,1,3,"No","No"
"Heavy Rain","Highway","Dry","Evening",3,40,442,4,3,2,0,4,79.48899282,2,1,37,30,"SUV",6,1,2,"No","No"
"Heavy Rain","Highway","Wet","Night",3,80,935,0,6,8,6,1,75.44887536,0,1,60,15,"Sedan",14,1,2,"Yes","Mild"
"Heavy Rain","Rural Road","Wet","Evening",3,80,374,9,1,7,4,2,96.54397161,1,0,53,1,"Truck",13,0,0,"No","No"
"Rain","Urban Road","Wet","Evening",2,70,592,7,9,6,6,4,90.22575945,0,0,58,22,"SUV",8,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Evening",1,40,953,8,11,-6,3,5,111.1539194,3,1,50,9,"Truck",1,0,0,"No","No"
"Heavy Rain","Highway","Wet","Evening",2,90,147,9,9,-5,10,4,64.8487194,3,1,70,1,"Truck",5,0,0,"Yes","Mild"
"Rain","Highway","Wet","Night",3,110,535,0,7,-1,8,5,83.14769071,0,0,45,19,"Sedan",12,0,0,"Yes","Strong"
"Heavy Rain","Urban Road","Dry","Afternoon",3,60,136,7,10,-4,7,4,94.90114924,0,0,54,17,"Sedan",5,0,0,"Yes","Mild"
"Rain","Urban Road","Wet","Evening",1,80,418,7,1,-9,6,3,59.1145544,3,0,67,5,"Truck",10,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Morning",2,100,595,7,4,-9,4,1,97.07423583,3,1,61,34,"SUV",2,0,0,"No","No"
"Heavy Rain","Highway","Wet","Morning",2,30,313,10,3,2,0,2,99.38238611,2,0,47,9,"SUV",11,0,0,"No","No"
"Heavy Rain","Highway","Wet","Evening",1,70,727,1,4,0,10,4,63.04015055,1,1,26,28,"Truck",15,0,0,"Yes","Strong"
"Heavy Rain","Urban Road","Dry","Afternoon",1,40,449,0,4,1,3,3,57.43542326,0,1,40,27,"Sedan",7,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Night",3,120,193,3,13,-3,3,3,81.51483973,0,1,37,1,"Truck",2,0,0,"No","No"
"Rain","Urban Road","Wet","Night",1,90,320,7,1,4,0,4,41.50121309,1,0,26,5,"SUV",2,1,6,"No","No"
"Rain","Highway","Wet","Evening",2,80,132,3,6,11,8,4,71.30086305,0,0,25,4,"Truck",10,0,0,"Yes","Mild"
"Clear","Urban Road","Dry","Afternoon",3,80,153,9,9,9,6,6,45.41365449,0,1,34,16,"SUV",1,0,0,"No","No"
"Clear","Urban Road","Wet","Evening",2,50,382,3,0,-10,2,1,102.9948211,2,1,31,25,"SUV",15,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Evening",3,50,965,10,9,12,7,0,84.05348258,3,0,56,21,"Truck",11,0,0,"No","No"
"Heavy Rain","Highway","Wet","Morning",2,100,814,2,2,8,9,1,90.0353572,3,1,27,24,"Sedan",5,0,0,"Yes","Strong"
"Rain","Highway","Dry","Morning",2,110,824,9,9,7,8,3,85.03062661,2,1,40,23,"SUV",3,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Evening",3,40,619,0,0,-2,8,3,50.80135577,3,1,34,4,"SUV",12,0,0,"Yes","Strong"
"Heavy Rain","Rural Road","Dry","Evening",2,50,972,3,4,-2,10,2,80.60622084,0,1,18,4,"Truck",15,0,0,"Yes","Mild"
"Clear","Highway","Wet","Afternoon",1,60,527,8,0,9,2,2,78.72479758,0,0,29,1,"Sedan",4,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Night",2,100,945,10,10,-1,3,2,34.46263833,0,1,53,21,"Sedan",0,0,0,"No","No"
"Heavy Rain","Highway","Wet","Night",2,60,890,7,0,-8,5,4,31.40559842,2,0,41,19,"Sedan",14,1,5,"No","No"
"Clear","Urban Road","Dry","Morning",3,60,762,4,8,-8,5,1,70.36873458,2,0,34,5,"SUV",4,0,0,"No","No"
"Heavy Rain","Highway","Dry","Night",1,60,223,1,6,1,7,5,81.67613346,1,0,41,21,"Sedan",3,0,0,"Yes","Mild"
"Rain","Urban Road","Wet","Night",2,70,622,6,0,0,10,4,79.2666244,2,1,49,1,"SUV",6,1,2,"Yes","Strong"
"Clear","Urban Road","Wet","Morning",3,80,123,7,6,11,4,3,92.31983114,2,1,35,12,"Truck",0,0,0,"No","No"
"Clear","Highway","Dry","Afternoon",1,40,705,2,3,11,10,3,73.66455579,4,0,48,19,"Truck",2,1,3,"Yes","Strong"
"Rain","Rural Road","Dry","Morning",2,80,316,0,0,8,5,3,66.31402587,1,0,31,15,"SUV",10,0,0,"No","No"
"Heavy Rain","Highway","Wet","Afternoon",2,120,805,10,0,-3,0,2,83.5142655,2,0,35,8,"Sedan",9,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Afternoon",3,40,69,5,10,10,6,4,54.8169193,1,0,18,1,"Sedan",7,0,0,"Yes","Mild"
"Rain","Rural Road","Wet","Night",2,100,707,7,0,5,6,1,47.48794513,0,0,46,4,"Sedan",11,0,0,"No","No"
"Clear","Rural Road","Wet","Night",3,60,115,5,4,-2,10,4,92.89640108,3,1,51,13,"Truck",0,0,0,"Yes","Mild"
"Clear","Rural Road","Dry","Evening",3,100,441,8,0,2,0,0,42.18798934,2,1,35,12,"SUV",5,0,0,"No","No"
"Rain","Highway","Dry","Afternoon",3,70,249,3,0,7,10,1,39.90644775,3,0,55,9,"Truck",5,0,0,"Yes","Mild"
"Rain","Urban Road","Wet","Afternoon",2,40,116,0,8,-10,7,6,88.43031031,1,0,47,5,"Sedan",7,1,2,"Yes","Mild"
"Heavy Rain","Urban Road","Dry","Evening",3,60,981,1,1,9,5,0,64.16199176,3,1,37,29,"SUV",2,0,0,"No","No"
"Rain","Rural Road","Wet","Morning",2,100,867,1,8,-10,1,1,65.33716437,3,1,55,23,"Sedan",8,1,0,"No","No"
"Rain","Rural Road","Wet","Night",2,120,330,2,4,-1,2,2,93.40961003,1,0,30,1,"Truck",3,0,0,"No","No"
"Clear","Urban Road","Wet","Night",1,40,133,1,4,4,7,1,14.45269136,2,1,42,21,"Sedan",13,0,0,"No","No"
"Rain","Urban Road","Dry","Night",3,50,922,10,7,-9,4,4,61.55600436,2,1,70,3,"SUV",11,0,0,"No","No"
"Heavy Rain","Highway","Wet","Morning",3,110,293,0,1,12,3,1,87.66790868,1,0,50,25,"Truck",11,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Evening",2,120,492,0,2,-5,2,2,87.30785278,0,0,69,45,"Truck",6,0,0,"No","No"
"Heavy Rain","Highway","Dry","Evening",3,100,997,9,0,-9,0,4,72.58245195,2,0,35,17,"SUV",6,0,0,"No","No"
"Clear","Urban Road","Dry","Morning",2,60,586,7,8,3,10,2,54.98418316,2,1,34,21,"Sedan",0,1,4,"Yes","Mild"
"Clear","Rural Road","Wet","Morning",2,40,473,10,0,-8,2,1,56.30187008,1,0,33,22,"SUV",12,0,0,"No","No"
"Rain","Urban Road","Wet","Night",1,90,716,8,6,6,0,5,67.97593274,3,0,29,1,"Sedan",3,0,0,"No","No"
"Clear","Rural Road","Dry","Evening",1,40,814,9,3,-3,6,0,61.5462503,1,0,18,14,"SUV",0,0,0,"Yes","Mild"
"Clear","Highway","Dry","Evening",1,60,352,10,6,-5,9,3,77.02801994,2,0,40,26,"Sedan",13,1,4,"Yes","Mild"
"Rain","Urban Road","Wet","Evening",2,40,940,8,7,-2,2,2,78.50454283,0,0,32,6,"Sedan",12,0,0,"No","No"
"Rain","Highway","Dry","Evening",1,40,663,1,7,-5,7,5,85.41663157,0,0,32,15,"SUV",0,0,0,"Yes","Mild"
"Clear","Highway","Wet","Night",2,110,962,9,0,-7,10,6,42.59650254,0,0,37,22,"Sedan",5,0,0,"Yes","Mild"
"Rain","Highway","Wet","Night",3,90,266,7,3,-2,0,6,60.52723332,1,0,18,6,"Truck",7,0,0,"No","No"
"Rain","Rural Road","Dry","Afternoon",3,120,883,7,7,0,2,0,76.20018661,1,1,63,20,"SUV",13,0,0,"No","No"
"Rain","Highway","Wet","Night",2,80,971,8,11,-2,2,0,65.70499557,1,0,46,18,"Truck",10,0,0,"No","No"
"Clear","Urban Road","Dry","Morning",1,60,302,7,6,6,9,4,104.7407852,2,0,53,17,"Sedan",5,0,0,"Yes","Mild"
"Heavy Rain","Highway","Wet","Morning",1,60,237,0,11,10,8,1,53.90692391,3,0,18,12,"Truck",14,0,0,"No","No"
"Heavy Rain","Highway","Wet","Night",2,40,949,4,6,-7,3,3,51.29842862,0,1,18,6,"Sedan",10,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Morning",1,100,842,8,10,-10,9,0,40.10684935,3,0,48,6,"SUV",3,0,0,"Yes","Strong"
"Heavy Rain","Highway","Dry","Afternoon",2,60,162,3,4,-7,5,0,49.96716598,1,0,39,15,"SUV",0,0,0,"No","No"
"Clear","Urban Road","Dry","Evening",3,100,941,3,10,2,7,1,75.98612125,3,0,52,17,"Sedan",11,0,0,"Yes","Strong"
"Clear","Highway","Wet","Evening",3,100,104,3,7,-5,7,5,68.12626133,1,1,46,7,"SUV",7,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Morning",1,90,587,4,8,4,8,3,55.58598522,2,0,40,16,"Truck",0,1,4,"Yes","Mild"
"Clear","Highway","Wet","Morning",1,50,382,1,0,7,8,1,60.66418406,0,0,37,1,"SUV",9,0,0,"Yes","Mild"
"Rain","Urban Road","Dry","Morning",3,40,686,0,11,-9,4,3,83.31361319,4,0,35,10,"Truck",1,0,0,"No","No"
"Clear","Highway","Dry","Night",3,80,884,2,8,-5,4,5,82.57249537,1,1,41,13,"Truck",12,0,0,"No","No"
"Clear","Rural Road","Wet","Afternoon",2,80,787,8,4,0,7,2,60.2794875,0,1,32,22,"Sedan",7,0,0,"Yes","Strong"
